"","Area","Item","Y2000","Y2001","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2012","Y2013","Y2014","Y2015","Y2016","Y2017","Y2018","Y2019","Y2020"
"162","Belize","Cereals, Total",47875,57267,56428,60036,53937,71758,53390,70153,59522,87276,98489,91768,91627,111934,94519,80959,91557,118376,99341,85114,112007
"163","Belize","Citrus Fruit, Total",278683,287098,212968,204308,255605,311195,262502,267758,283402,266127,207661,205986,268971,190012,190691,193652,146046,137423,106797,94884,100356
"164","Belize","Eggs Primary",1717,1763,1822,1600,1745,1472,1616,1805,2065,2098,2469,2163,1679,2187,2454,2538,3467,2884,3063,3004,2930
"165","Belize","Fruit Primary",395405,374322,293384,312433,386514,428650,388838,372885,392162,376640,324013,317307,404598,324310,336963,323319,246736,253329,214534,203674,211576
"166","Belize","Meat, Total",10731,16299,17003,17078,17563,16698,16600,16315,15553,16035,16600,16837,17483,19497,20687,21855,22311,23284,23884,24501,22193
"167","Belize","Milk, Total",1397,2531,3367,3440,3617,3786,3014,2706,2920,3754,3325,3945,5385,5002,4664,5702,4369,4785,4994,4577,4522
"168","Belize","Pulses, Total",8721,9632,7838,8998,6763,7607,6446,7051,7186,8397,11632,9064,13523,11551,9359,15347,9272,8561,10100,9840,10001
"169","Belize","Roots and Tubers, Total",3345,4307,3210,2470,2373,1809,2003,1224,1689,1873,1833,2029,2237,2100,2469,2134,1957,2227,2647,2671,2427
"170","Belize","Sugar Crops Primary",1089128,1011214,1150656,1073247,1149475,929392,1173470,1200050,980114,917728,1122765,843786,1070128,1078015,1214125,1186154,1478401,1670432,1707537,1794029,1536864
"171","Belize","Treenuts, Total",720,1155,136,109,143,148,147,135,119,108,108,75,0,0,2,24,0,0,0,0,0
"172","Belize","Vegetables Primary",8859,8079,8786,7967,7342,6808,7839,7136,8570,8975,10657,13178,11677,11231,12951,13464,15546,15799,14101,11423,11854
"173","Benin","Cereals, Total",993383,942790,1086000,1042770,1108856,1151853,1095952,1158679,1267588,1508142,1333436,1544233,1576091,1791888,1714040,1643227,1814289,1897504,2320756,2177783,2203105
"174","Benin","Citrus Fruit, Total",11228,11436,11645,11853,12062,12085,12330,12500,12775,13014,13269,13500,14000,14193,14417,14546,14716,15080,14780,14859,14906
"175","Benin","Eggs Primary",4500,8800,9150,10500,9900,10600,9850,10200,5400,5550,9851,10664,11552,12522,13573,14746,14882,15125,15355,15850,16851
"176","Benin","Fruit Primary",194030,198591,240964,237301,255555,266373,268115,274937,282441,380295,433526,425453,613113,676229,498679,434252,489991,534701,562271,537226,627319
"177","Benin","Meat, Total",55362,52582,54260,59603,58364,60653,57867,60061,61303,63082,64933,68143,69685,71296,73129,75145,76603,78533,80478,82431,84501
"178","Benin","Milk, Total",96220,99264,101533,103783,106493,108853,111812,114516,117293,120127,123473,126854,130278,133039,135660,138925,142243,145659,149130,152707,156388
"179","Benin","Pulses, Total",103705,94064,113619,100220,119376,123127,97974,178843,146289,133325,148870,128686,138590,147479,143630,149788,149555,155253,189551,181014,183714
"180","Benin","Roots and Tubers, Total",4161409,4464526,5393377,5119598,5265268,5011567,4450826,4037349,5750111,6228294,6147943,6431925,6511895,6937417,7354588,6128288,6993358,7321810,6830536,7952277,7370731
"181","Benin","Sugar Crops Primary",52083,73389,65368,75405,68549,64328,66116,40375,64696,12111,11989,6960,10025,22556,20398,13293,12017,10000,10000,10000,12050
"182","Benin","Treenuts, Total",40956,42363,45075,47153,46100,53534,56000,61029,87100,118044,103163,163936,163986,199222,202888,226265,127032,135437,118090,132092,191615
"183","Benin","Vegetables Primary",278679,249058,287439,270205,287668,329507,289291,293708,325520,284080,302253,280457,446371,405410,625005,630671,718376,641562,606485,795913,702795
"184","Bhutan","Cereals, Total",106650,115000,91437,106447,153969,192631,184653,190853,166007,143552,144634,184333,167800,159723,166898,175635,176187,192689,125751,103293,103298
"185","Bhutan","Citrus Fruit, Total",60956,63137,67737,66700,67915,70188,68529,72319,38775,56407,71298,83609,68501,67069,57593,31270,58470,43973,42433,43639,41651
"186","Bhutan","Eggs Primary",360,320,226,240,240,240,260,263,276,649,1107,2104,1750,2725,1380,2788,4305,4785,4000,5797,7072
"187","Bhutan","Fruit Primary",68082,71235,77408,75329,79055,92541,87804,92953,52867,70888,95920,113730,85662,81565,72829,45261,74816,62957,56779,60265,56475
"188","Bhutan","Meat, Total",7787,7689,7440,7744,7760,7398,7588,7588,6756,7082,7042,6674,6953,6595,5968,6489,6611,7191,7369,6835,6859
"189","Bhutan","Milk, Total",222589,202396,222496,206152,208829,233623,229487,227058,203026,209616,209657,208493,208483,208352,211265,191547,191545,191650,189231,191504,179776
"190","Bhutan","Pulses, Total",856,869,881,1144,1568,4414,3830,2658,1780,1645,1681,1652,1998,2102,3717,3499,3473,3095,2652,2460,2521
"191","Bhutan","Roots and Tubers, Total",46281,51600,56384,66099,73079,79168,89360,90631,81397,72718,66883,87879,79648,76628,80056,81859,92532,91722,79343,79151,80565
"192","Bhutan","Sugar Crops Primary",12842,12793,12807,12822,12800,12800,13000,13300,13478,13526,13646,13818,14000,292,324,508,345,577,101,396,732
"193","Bhutan","Vegetables Primary",9479,9264,9684,13744,18208,29640,39182,32418,23623,27092,21688,30898,27468,29377,35138,39281,45824,57667,32564,39195,48273
"194","Bolivia (Plurinational State of)","Cereals, Total",1244322,1324781,1315565,1462502,1255985,1659795,1865967,1733466,2052972,2378919,2133671,1988007,2125542,2503245,2449241,2934919,2660808,2278993,3267427,2912082,2914459
"195","Bolivia (Plurinational State of)","Citrus Fruit, Total",264750,265660,255355,211337,154446,157652,161801,165568,168593,319428,319715,323951,330253,322466,414196,431214,436336,433335,460663,470095,466001
"196","Bolivia (Plurinational State of)","Eggs Primary",38935,38679,40635,48300,50881,56135,59315,62585,65380,70640,69790,70050,70250,70785,76179,87714,89608,113875,112125,113807,113989
"197","Bolivia (Plurinational State of)","Fruit Primary",1021449,1042794,1054650,998966,889538,896317,893563,901085,916151,962492,990225,1013970,1035626,1017373,1405605,1446717,1475487,1493192,1553321,1561440,1540081
"198","Bolivia (Plurinational State of)","Meat, Total",401025,416917,431781,440165,460418,503000,598767,680792,707255,636940,703305,704628,702168,710955,726843,882901,863780,922142,921013,931551,921570
"199","Bolivia (Plurinational State of)","Milk, Total",276777,210600,332753,338600,353631,361890,294839,301709,311186,404792,475724,507364,562381,593563,607221,619977,594111,608040,604444,598394,602309
"200","Bolivia (Plurinational State of)","Pulses, Total",32626,32130,38080,54075,50702,53805,55254,58781,55893,57892,95965,101632,78744,96780,86731,122156,95033,123937,126688,126447,122134
"201","Bolivia (Plurinational State of)","Roots and Tubers, Total",1145452,1120825,1152035,1164148,1167391,1189600,1176132,1154641,1168766,1264638,1324089,1356720,1305525,1355407,1367278,1339020,1330595,1305462,1419202,1516795,1578469
"202","Bolivia (Plurinational State of)","Sugar Crops Primary",3601748,3859310,4735098,4916541,5496113,5112222,6201125,6402528,7009195,7803800,6403181,6794052,7692399,8363454,7598630,7192512,7374751,8731676,9616440,9558472,10094423
"203","Bolivia (Plurinational State of)","Treenuts, Total",54900,61332,68121,74090,76168,83102,83585,86023,87499,86259,89843,90574,88287,106371,111897,117287,114273,105852,115709,111674,111725
"204","Bolivia (Plurinational State of)","Vegetables Primary",482028,479331,483435,396489,371720,376101,372722,372252,370417,335537,336486,344973,340674,326249,334790,345325,363044,368780,376661,387513,392752
"205","Bosnia and Herzegovina","Cereals, Total",930230,1137981,1307700,793364,1438704,1349772,1340995,1000576,1374701,1390724,1104907,1118257,905975,1222498,1082655,1137236,1657556,1167005,1743762,1666131,1944178
"206","Bosnia and Herzegovina","Citrus Fruit, Total",101,120,123,124,1529,1438,1340,776,144,147,168,159,148,175,190,197,204,149,197,228,230
"207","Bosnia and Herzegovina","Eggs Primary",18200,16800,16600,17000,15640,17619,17000,20340,26200,23600,20820,18300,20450,21060,21060,21650,22950,22180,22000,24090,24780
"208","Bosnia and Herzegovina","Fruit Primary",136620,160828,121230,206002,310997,245360,283929,304608,285821,336558,332405,343117,263217,443258,219019,344236,345727,248796,473210,364470,432324
"209","Bosnia and Herzegovina","Meat, Total",30560,24765,33250,38600,45322,46096,48419,54217,65333,67890,76250,87070,94264,72445,66007,81453,83293,86706,82400,88187,89033
"210","Bosnia and Herzegovina","Milk, Total",559500,541800,535300,555700,617122,667700,703520,767826,779456,816207,734500,707000,691000,704000,702660,711749,715728,696325,692376,656117,645016
"211","Bosnia and Herzegovina","Pulses, Total",12449,19067,23425,20123,28071,27885,31303,21600,23664,24553,20761,22166,19303,23470,19091,17845,23241,17352,22265,24271,23059
"212","Bosnia and Herzegovina","Roots and Tubers, Total",286321,397111,404491,302225,447080,458615,410422,387239,428635,413658,378707,412696,299935,371140,300408,351216,417976,337137,394274,381308,441218
"213","Bosnia and Herzegovina","Sugar Crops Primary",2356,1781,1112,501,0,0,35,86,36,180,345,534,1000,1000,1000,1010,999,1003,1004,1002,1003
"214","Bosnia and Herzegovina","Treenuts, Total",6301,4178,3247,4558,4526,5971,6065,6103,5837,6739,5987,6337,4320,4320,3354,9073,5554,3733,7973,5119,6409
"215","Bosnia and Herzegovina","Vegetables Primary",620649,646018,728022,695970,741889,743314,750574,740156,776522,753125,735884,719654,706813,751991,703755,750665,826508,769429,778852,778028,799683
"216","Botswana","Cereals, Total",24576,23080,34479,35885,26673,36513,43810,31312,36741,55378,50345,74024,37457,19366,50253,43967,47045,23376,80978,48548,162158
"217","Botswana","Citrus Fruit, Total",600,582,584,587,592,600,678,980,850,500,649,600,600,700,674,842,1999,3334,3914,4005,4029
"218","Botswana","Eggs Primary",3200,3650,3850,4000,4100,4200,4730,5000,4500,4264,4500,4500,4600,4700,4500,3200,3800,2860,3670,3670,3400
"219","Botswana","Fruit Primary",10600,9417,9216,8871,8624,8378,8208,7980,7850,6000,6987,6600,7100,6537,6342,10776,11934,20103,20801,26539,32152
"220","Botswana","Meat, Total",58452,63258,57275,51406,61628,61622,61098,64593,68697,73561,81666,86308,87242,77160,69701,73165,67300,72536,72371,71416,65661
"221","Botswana","Milk, Total",486725,478097,388184,413184,421180,430101,419331,419480,444027,462861,487760,471898,476302,476456,344026,351317,325625,241817,248050,291052,280112
"222","Botswana","Pulses, Total",1617,1624,1631,1638,1646,1598,1015,805,2305,4313,3873,4700,2285,3655,6826,7187,5521,2348,8480,2253,20703
"223","Botswana","Roots and Tubers, Total",85000,92000,93000,92459,92619,92914,93500,94000,90000,91471,94828,96707,99000,99500,99718,100127,100795,111959,117133,107462,112586
"224","Botswana","Vegetables Primary",16950,19005,19872,20899,20755,23668,24107,31237,32435,26635,40631,40988,40680,41953,45741,64108,61789,73617,75275,78724,81439
"225","Brazil","Cereals, Total",46527202,57125393,50875594,67454329,63953364,55670925,59148978,69441634,79745466,70914791,75160152,77586276,89908244,100901726,101402184,106026685,84166682,117977014,103260129,121202845,125568280
"226","Brazil","Citrus Fruit, Total",22876452,19139484,20844877,19271195,20530052,20184574,20404712,20981266,20656050,19686713,20721064,22018815,20258507,19734725,19073895,19213805,19308832,19835486,19416369,19671160,19401609
"227","Brazil","Eggs Primary",1569464,1604143,1606500,1628752,1678332,1745529,1834564,1857817,1938802,2037205,2087400,2192774,2254784,2377002,2476218,2490690,2422573,3065010,3209081,3339451,3438359
"228","Brazil","Fruit Primary",38015004,35910957,38753784,37823991,39060801,38694821,40579424,41992936,41337813,39933867,41556726,44162600,41576459,40990404,40639356,40082730,38963309,39887456,39948107,40177833,39758842
"229","Brazil","Meat, Total",15424850,15964800,17298391,18377007,19908035,19668815,20441383,21814555,22858805,22610720,23630101,24312115,24648628,25424670,26038150,26637427,26910789,27686431,28077439,28578980,29125780
"230","Brazil","Milk, Total",20644773,21397687,22562434,23191338,24461788,25648352,26451666,26387188,28687635,29329181,31883539,33327586,33543060,35556701,36416518,35900904,34947615,34576557,35203027,36256300,36806788
"231","Brazil","Pulses, Total",3075739,2465932,3082315,3321365,2991743,3040496,3476870,3188931,3485813,3514330,3172163,3455947,2804169,2903548,3305958,3095535,2628541,3058861,2930603,2922239,3055023
"232","Brazil","Roots and Tubers, Total",26367036,26148665,27002759,25816479,27746908,29752915,30549274,30871241,31174795,28572005,29256620,30058121,27501780,25788340,27716164,27772054,25810596,23187477,22596774,22358519,23071053
"233","Brazil","Sugar Crops Primary",326121011,344292922,364389416,396012158,415205835,422956646,477410656,549707314,645300182,691606147,717463793,734006059,721077287,768090444,736108487,750290277,768594154,758646205,747556774,753470465,757116855
"234","Brazil","Treenuts, Total",177267,157254,195746,211687,219244,188402,277396,175906,278975,265236,152726,281410,128032,156023,153488,152183,116279,167776,185681,179495,180127
"235","Brazil","Vegetables Primary",6470270,6480648,7239483,7311551,7058726,7026856,7196339,7300534,7736435,8559082,8806496,8956395,8400016,8728807,8959712,8777355,8901374,8925196,8765252,8576036,8373666
"236","Brunei Darussalam","Cereals, Total",299,350,372,547,620,851,886,983,911,891,1072,1480,1756,1237,1382,1983,1579,1527,1569,1500,2511
"237","Brunei Darussalam","Citrus Fruit, Total",327,360,365,390,404,411,421,434,446,457,473,472,482,484,491,507,511,504,506,506,504
"238","Brunei Darussalam","Eggs Primary",4800,5000,5800,6000,5853,5703,6512,6300,6800,6847,7015,7088,7068,7039,7445,7440,8073,8596,8813,9099,9800
"239","Brunei Darussalam","Fruit Primary",5214,5529,5097,5741,7744,6155,6291,6313,6409,6505,6587,6645,6588,6947,7162,7354,7896,8064,8085,8352,8133
"240","Brunei Darussalam","Meat, Total",15350,17474,20845,22600,20786,17957,19788,20784,20780,20857,21852,24472,25325,27619,25274,24735,26621,25624,27341,26496,29051
"241","Brunei Darussalam","Milk, Total",373,415,404,397,340,331,302,316,281,292,305,252,228,224,234,266,260,252,239,236,236
"242","Brunei Darussalam","Roots and Tubers, Total",2220,2135,2360,2559,2745,2991,3125,3297,3518,3633,3824,3761,3765,3780,3806,4052,3883,3924,3953,3920,3933
"243","Brunei Darussalam","Vegetables Primary",13807,13925,14954,14492,13720,12422,9738,9427,9659,10162,10455,10732,10731,11453,11727,10640,12454,12107,10861,10757,9858
"244","Bulgaria","Cereals, Total",4388341,6076855,6770394,3814085,7462821,5839080,5531830,3870213,7015582,6243088,7136449,7521108,6988023,9153930,9530421,8570299,8752219,9475846,10109850,11130990,8598290
"245","Bulgaria","Eggs Primary",83735,83929,92862,93171,97471,97546,100585,98821,94188,88839,89698,73906,72241,74225,74560,77051,80717,80702,77871,84865,64263
"246","Bulgaria","Fruit Primary",972875,759491,703197,826110,640612,456229,576637,573623,552723,491119,457494,487023,450777,606012,345999,543918,503682,538958,549630,531850,464940
"247","Bulgaria","Meat, Total",484225,217239,241812,195084,220347,233421,237985,241848,229200,249526,221003,219317,222628,207734,205220,209769,216523,214719,222073,222034,201733
"248","Bulgaria","Milk, Total",1706718,1391885,1508621,1504010,1598042,1508069,1515673,1327461,1316071,1231760,1277704,1285531,1241851,1306048,1231098,1152603,1148656,1091470,1025200,939500,1005450
"249","Bulgaria","Pulses, Total",18504,25946,24009,24499,20733,16204,10867,12656,10694,8808,9950,7257,7726,8678,3622,30591,63941,205332,122670,59700,42560
"250","Bulgaria","Roots and Tubers, Total",397532,600371,627273,450214,573179,375459,386050,298722,353060,231745,251205,232314,151319,186529,132651,164866,127182,227815,261690,197410,192330
"251","Bulgaria","Treenuts, Total",8300,8708,5586,8622,6423,4633,4173,3128,2087,1866,3097,4542,4725,7634,3550,5724,7334,5849,6800,5990,6070
"252","Bulgaria","Vegetables Primary",1195466,815137,803352,1116241,848084,421663,638598,475942,440955,391238,441020,398537,320247,387056,365087,391847,594031,466773,449490,428410,340500
"253","Burkina Faso","Cereals, Total",2279247,3109092,3119050,3564281,2901973,3649533,3680674,3108811,4358518,3626638,4560546,3666404,4898544,4869722,4469300,4189665,4567066,4063197,5180702,4939630,5122798
"254","Burkina Faso","Citrus Fruit, Total",1216,1220,1228,1238,1242,1252,1192,1340,1353,1363,1390,1405,1450,1462,1456,1474,1479,1489,1501,1502,1510
"255","Burkina Faso","Eggs Primary",39347,40425,41535,42672,43841,45045,46270,47530,52500,54250,57750,58800,59500,60025,59312,53000,52000,48000,51000,50333,49778
"256","Burkina Faso","Fruit Primary",78429,79203,79333,81351,82064,83084,83647,85581,88277,91118,94191,97167,101400,101362,102644,106100,103826,104209,104732,104268,104416
"257","Burkina Faso","Meat, Total",167000,173123,179948,218469,226315,237197,246034,248084,248542,255104,261848,267620,272017,275681,260006,247238,245454,237732,251812,259760,263099
